scientific_name,native_provinces
Potamogeton epihydrus,AB|BC|MB|NB|NS|ON|PE|PM|QC|SK
Potamogeton foliosus,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Potamogeton friesii,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Potamogeton gramineus,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Potamogeton hillii,ON
Potamogeton illinoensis,BC|MB|NT|ON|QC
Potamogeton natans,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Potamogeton nodosus,AB|BC|NB|NS|ON|QC
Potamogeton oakesianus,BC|NB|NS|ON|PM|QC
Potamogeton obtusifolius,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Potamogeton perfoliatus,BC|NB|NS|NU|ON|PE|PM|QC
Potamogeton praelongus,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Potamogeton pulcher,NS|ON
Potamogeton pusillus,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK
Potamogeton richardsonii,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Potamogeton robbinsii,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK
Potamogeton spirillus,MB|NB|NS|ON|QC
Potamogeton strictifolius,AB|BC|MB|NB|NT|ON|QC|SK|YT
Potamogeton subsibiricus,NT|NU|ON|QC|YT
Potamogeton vaseyi,NB|ON|QC
Potamogeton zosteriformis,AB|BC|MB|NB|NS|NT|ON|QC|SK|YT
Potamogeton ×absconditus,ON
Potamogeton ×cognatus,NS
Potamogeton ×faxonii,ON
Potamogeton ×griffithii,AB
Potamogeton ×hagstroemii,ON
Potamogeton ×haynesii,ON|SK
Potamogeton ×methyensis,SK
Potamogeton ×nitens,NB|NS|ON|PM
Potamogeton ×ogdenii,ON
Potamogeton ×rhodensis,NS
Potamogeton ×schreberi,BC
Potamogeton ×sparganiifolius,AB
Potamogeton ×spathuliformis,ON|QC
Potentilla arenosa,AB|BC|MB|NT|NU|ON|QC|SK|YT
Potentilla arenosa subsp. chamissonis × Potentilla nivea,QC
Potentilla biennis,AB|BC|SK|YT
Potentilla biflora,BC|NT|NU|YT
Potentilla bimundorum,AB|MB|NT|NU|ON|QC|SK|YT
Potentilla bipinnatifida,AB|MB|NT|ON|QC|SK|YT
Potentilla brunnescens,BC
Potentilla canadensis,NS|ON
Potentilla concinna,AB|MB|SK
Potentilla crantzii,NU|ON|QC
Potentilla crebridens,YT
Potentilla drummondii,AB|BC
Potentilla effusa,AB|MB|SK
Potentilla elegans,BC|NT|YT
Potentilla flabellifolia,AB|BC
Potentilla furcata,BC|YT
Potentilla glaucophylla,AB|BC|NT|SK|YT
Potentilla gracilis,AB|BC|MB|ON|SK|YT
Potentilla hippiana,AB|BC|MB|NT|ON|SK
Potentilla hookeriana,AB|BC
Potentilla hudsonii,AB|SK|YT
Potentilla hyparctica,AB|BC|NT|NU|QC|YT
Potentilla jepsonii,AB
Potentilla lasiodonta,AB|MB|SK
Potentilla litoralis,AB|BC|MB|NS|NT|NU|ON|QC|SK|YT
Potentilla macounii,AB
Potentilla multisecta,AB
Potentilla nana,BC
Potentilla nivea,AB|BC|MB|NT|NU|ON|QC|SK|YT
Potentilla norvegica,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Potentilla ovina,AB|BC|YT
Potentilla pedersenii,NT|NU
Potentilla pensylvanica,AB|BC|MB|NT|ON|SK|YT
Potentilla plattensis,AB|MB|SK
Potentilla psychrophila,YT
Potentilla pulchella,MB|NT|NU|ON|QC|YT
Potentilla pulcherrima,AB|BC|MB|ON|QC|SK
Potentilla rivalis,AB|BC|MB|ON|SK
Potentilla rubricaulis,AB|BC|NT|SK|YT
Potentilla simplex,NB|NS|ON|PE|PM|QC
Potentilla subgorodkovii,AB|BC|NT|NU|YT
Potentilla subjuga,AB
Potentilla subvahliana,AB|BC|NT|NU|QC|YT
Potentilla supina,AB|BC|MB|ON|SK
Potentilla uschakovii,NT|NU
Potentilla vahliana,NU|QC
Potentilla villosa,BC
Potentilla villosula,AB|BC|NT|YT
Potentilla vulcanicola,NT|NU|YT
Potentilla ×prostrata,QC
Potentilla ×tikhomirovii,NT|NU
Potentilla ×tundricola,QC
Poteridium occidentale,BC
Primula borealis,NT|YT
Primula conjugens,AB|BC|SK
Primula cuneifolia,BC
Primula egaliksensis,AB|BC|MB|NT|NU|ON|QC|YT
Primula frigida,BC|NT|YT
Primula hendersonii,BC
Primula incana,AB|BC|MB|NT|NU|ON|SK|YT
Primula jeffreyi,BC
Primula latiloba,BC
Primula laurentiana,NB|NS|ON|QC
Primula meadia,MB
Primula mistassinica,AB|BC|MB|NB|NS|NT|ON|QC|SK|YT
Primula nutans,YT
Primula pauciflora,AB|BC|MB|NT|SK|YT
Primula pumila,NT|YT
Primula stricta,MB|NT|NU|ON|QC
Primula ×morissetii,NU
Prosartes hookeri,AB|BC
Prosartes lanuginosa,ON
Prosartes smithii,BC
Prosartes trachycarpa,AB|BC|MB|ON|SK
Proserpinaca palustris,NB|NS|ON|QC
Proserpinaca pectinata,NS
Prunella vulgaris,AB|BC|MB|NB|NS|ON|PE|PM|QC|SK
Prunus americana,MB|ON|SK
Prunus emarginata,BC
Prunus nigra,MB|NB|ON|QC
Prunus pensylvanica,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK
Prunus pumila,MB|NB|ON|QC|SK
Prunus serotina,NB|NS|ON|QC
Prunus virginiana,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK
Prunus ×pugetensis,BC
Pseudathyrium alpestre,AB|BC|QC|YT
Pseudocherleria macrocarpa,NT|YT
Pseudognaphalium macounii,AB|BC|NB|NS|ON|PE|QC
Pseudognaphalium obtusifolium,NB|NS|ON|PE|QC
Pseudognaphalium stramineum,BC
Pseudognaphalium thermale,AB|BC
Pseudorchis straminea,QC
Pseudoroegneria spicata,AB|BC|SK|YT
Pseudotsuga menziesii,AB|BC
Psilocarphus brevissimus,AB|BC|SK
Psilocarphus elatior,BC
Psilocarphus tenellus,BC
Ptelea trifoliata,ON
Pteridium aquilinum,AB|BC|MB|NB|NS|ON|PE|PM|QC
Pterospora andromedea,AB|BC|NB|ON|QC|SK
Puccinellia andersonii,MB|NT|NU|YT
Puccinellia angustata,NT|NU|QC|YT
Puccinellia arctica,NT|NU|YT
Puccinellia banksiensis,NT|NU
Puccinellia bruggemannii,NT|NU
Puccinellia nutkaensis,BC|MB|NB|NS|NT|NU|ON|QC|YT
Puccinellia nuttalliana,AB|BC|MB|NT|NU|ON|QC|SK|YT
Puccinellia phryganodes,MB|NB|NT|NU|ON|QC|YT
Puccinellia pumila,BC|MB|NB|NS|NU|ON|PE|PM|QC
Puccinellia tenella,MB|NT|NU|ON|QC|YT
Puccinellia vaginata,MB|NT|NU|ON|QC|YT
Puccinellia vahliana,NT|NU|QC|YT
Pulsatilla nuttalliana,AB|BC|MB|NT|NU|ON|SK|YT
Pulsatilla occidentalis,AB|BC
Purshia tridentata,BC
Pycnanthemum incanum,ON
Pycnanthemum tenuifolium,ON|QC
Pycnanthemum verticillatum,ON
Pycnanthemum virginianum,NB|ON|QC
Pyrola americana,MB|NB|NS|ON|PE|PM|QC
Pyrola aphylla,BC
Pyrola asarifolia,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Pyrola asarifolia subsp. asarifolia × Pyrola minor,QC
Pyrola asarifolia × Pyrola minor,AB|BC|NT|ON|QC
Pyrola chlorantha,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Pyrola crypta,BC
Pyrola dentata,BC
Pyrola elliptica,AB|BC|MB|NB|NS|ON|PE|QC|SK
Pyrola grandiflora,AB|BC|MB|NT|NU|ON|QC|SK|YT
Pyrola minor,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Pyrola picta,AB|BC
Pyrrocoma carthamoides,BC
Pyrrocoma lanceolata,AB|SK
Pyrrocoma uniflora,AB|NT
Quercus alba,ON|QC
Quercus bicolor,ON|QC
Quercus ellipsoidalis,ON
Quercus garryana,BC
Quercus ilicifolia,ON
Quercus macrocarpa,MB|NB|ON|QC|SK
Quercus muehlenbergii,ON
Quercus palustris,ON
Quercus prinoides,ON
Quercus rubra,NB|NS|ON|PE|QC
Quercus shumardii,ON
Quercus velutina,ON
Quercus ×bebbiana,ON|QC
Quercus ×deamii,ON
Quercus ×fernaldii,ON
Quercus ×hawkinsii,ON
Quercus ×jackiana,ON
Quercus ×mutabilis,ON
Quercus ×palaeolithicola,ON
Quercus ×riparia,ON
Quercus ×schuettei,ON|QC
Ranunculus abortivus,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Ranunculus alismifolius,BC
Ranunculus allenii,NU|QC
Ranunculus arcticus,AB|BC|MB|NT|NU|ON|QC|SK|YT
Ranunculus californicus,BC
Ranunculus cardiophyllus,AB|BC|SK
Ranunculus codyanus,NU
Ranunculus eschscholtzii,AB|BC|NT|YT
Ranunculus fascicularis,MB|ON
Ranunculus flabellaris,AB|BC|MB|NB|ON|QC
Ranunculus flammula,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Ranunculus glaberrimus,AB|BC|SK
Ranunculus gmelinii,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Ranunculus gmelinii × Ranunculus hyperboreus,NT
Ranunculus grayi,AB|BC|NT|YT
Ranunculus hispidus,MB|NB|ON|PE|QC
Ranunculus hyperboreus,AB|BC|MB|NT|NU|ON|QC|SK|YT
Ranunculus inamoenus,AB|BC|SK
Ranunculus lobbii,BC
Ranunculus longirostris,AB|MB|ON|QC|SK
Ranunculus macounii,AB|BC|MB|NT|NU|ON|QC|SK|YT
Ranunculus mongolicus,BC|NT
Ranunculus nivalis,AB|BC|NT|NU|QC|YT
Ranunculus occidentalis,AB|BC|YT
Ranunculus orthorhynchus,BC
Ranunculus pensylvanicus,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK
Ranunculus porteri,BC
Ranunculus pygmaeus,AB|BC|NT|NU|QC|YT
Ranunculus recurvatus,NB|NS|ON|PE|QC
Ranunculus rhomboideus,AB|BC|MB|NT|ON|SK
Ranunculus sabinei,NT|NU
Ranunculus sceleratus,AB|BC|MB|NT|ON|QC|SK|YT
Ranunculus subrigidus,BC|NB|NS|ON|QC
Ranunculus sulphureus,BC|NT|NU|QC|YT
Ranunculus trichophyllus,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Ranunculus turneri,NT|YT
Ranunculus uncinatus,AB|BC
Ratibida columnifera,AB|BC|MB|SK
Ratibida pinnata,ON
Rhexia virginica,NS|ON
Rhinanthus minor,AB|BC|MB|NS|NT|NU|ON|QC|YT
Rhodiola integrifolia,AB|BC|NT|YT
Rhodiola rosea,NB|NS|NU|PM|QC
Rhododendron albiflorum,AB|BC
Rhododendron canadense,NB|NS|ON|PE|PM|QC
Rhododendron columbianum,AB|BC
Rhododendron groenlandicum,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Rhododendron lapponicum,AB|BC|MB|NS|NT|NU|ON|QC|YT
Rhododendron macrophyllum,BC
Rhododendron maximum,NS
Rhododendron tomentosum,AB|BC|MB|NT|NU|ON|QC|SK|YT
Rhus aromatica,AB|ON|QC|SK
Rhus copallinum,ON
Rhus glabra,BC|MB|ON|SK
Rhus typhina,NB|NS|ON|PE|QC
Rhus ×borealis,ON|QC
Rhynchospora alba,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK
Rhynchospora capillacea,AB|BC|MB|NB|NS|ON|QC|SK
Rhynchospora capitellata,NB|NS|ON|QC
Rhynchospora fusca,NB|NS|ON|PM|QC|SK
Rhynchospora macrostachya,NS
Ribes acerifolium,BC
Ribes americanum,AB|MB|NB|NS|ON|QC|SK
Ribes aureum,AB|SK
Ribes bracteosum,BC
Ribes cereum,BC
Ribes cynosbati,ON|QC
Ribes divaricatum,BC
Ribes glandulosum,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Ribes hirtellum,AB|MB|NB|NS|ON|PE|PM|QC|SK
Ribes hudsonianum,AB|BC|MB|NT|ON|QC|SK|YT
Ribes inerme,AB|BC
Ribes lacustre,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Ribes laxiflorum,AB|BC
Ribes lobbii,BC
Ribes oxyacanthoides,AB|BC|MB|NT|ON|QC|SK|YT
Ribes sanguineum,BC
Ribes triste,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Ribes viscosissimum,AB|BC
Ripariosida hermaphrodita,ON
Romanzoffia sitchensis,AB|BC
Romanzoffia tracyi,BC
Rorippa alpina,BC
Rorippa aquatica,ON|QC
Rorippa barbareifolia,NT|SK|YT
Rorippa crystallina,NT
Rorippa curvipes,AB|BC|SK
Rorippa curvisiliqua,BC
Rorippa palustris,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Rorippa sinuata,AB|BC|SK
Rorippa tenerrima,AB|BC|SK
Rosa acicularis,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Rosa arkansana,AB|MB|ON|SK
Rosa blanda,MB|NB|NS|NT|ON|QC|SK
Rosa carolina,NB|NS|ON|PE|PM|QC
Rosa gymnocarpa,BC
Rosa nitida,NB|NS|ON|PE|PM|QC
Rosa nutkana,BC|NT
Rosa palustris,NB|NS|ON|QC
Rosa pisocarpa,BC
Rosa setigera,ON
Rosa virginiana,NB|NS|PE|PM|QC
Rosa woodsii,AB|BC|MB|NT|ON|SK|YT
Rosa ×canadensis,AB|MB|NT|SK
Rosa ×churchillii,QC
Rosa ×dulcissima,MB|SK
Rosa ×engelmannii,BC
Rosa ×gilmaniana,ON
Rosa ×hainesii,NS|ON
Rosa ×harmsiana,AB|MB|ON|SK
Rosa ×hodgdonii,NB|NS|PE|PM|QC
Rosa ×oldhamii,AB|ON
Rosa ×palustriformis,ON
Rosa ×per-axeliana,AB|MB|NT|ON|QC|SK
Rosa ×victoriana,BC
Rosa ×warleyensis,QC
Rotala ramosior,BC|ON
Rubus allegheniensis,NB|NS|ON|PE|QC
Rubus arcticus,AB|BC|MB|NT|NU|ON|PM|QC|SK|YT
Rubus canadensis,NB|NS|ON|PE|PM|QC
Rubus chamaemorus,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Rubus flagellaris,NS|ON|PE|QC
Rubus hispidus,NB|NS|ON|PE|QC
Rubus idaeus,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Rubus lasiococcus,BC
Rubus leucodermis,BC
Rubus nivalis,BC
Rubus occidentalis,NB|ON|QC
Rubus odoratus,NS|ON|QC
Rubus parviflorus,AB|BC|ON
Rubus pedatus,AB|BC|YT
Rubus pensilvanicus,NB|NS|ON|PE|QC
Rubus pubescens,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Rubus repens,NB|NS|ON|PE|QC
Rubus setosus,NB|NS|ON|PE|QC
Rubus spectabilis,BC
Rubus ursinus,BC
Rubus ×biformispinus,PE|QC
Rubus ×crux,QC
Rubus ×frondisentis,QC
Rubus ×jacens,NB|NS|ON|QC
Rubus ×lepagei,QC
Rubus ×neglectus,ON|SK
Rubus ×paracaulis,AB|MB|NB|NT|ON|QC|SK
Rubus ×permixtus,NB|NS
Rubus ×recurvicaulis,NB|ON
Rubus ×wisconsinensis,ON
Rudbeckia hirta,MB|ON|SK
Rudbeckia laciniata,MB|NS|ON|PE|QC
Rudbeckia speciosa,ON
Rumex altissimus,ON
Rumex arcticus,BC|MB|NT|NU|YT
Rumex beringensis,YT
Rumex britannica,AB|MB|NB|NS|NT|ON|PE|PM|QC|SK
Rumex fueginus,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Rumex lapponicus,AB|BC|NT|YT
Rumex occidentalis,AB|BC|MB|NB|NS|NT|ON|PM|QC|SK|YT
Rumex pallidus,NB|NS|NU|ON|PE|QC
Rumex paucifolius,AB|BC
Rumex persicarioides,BC|NB|NS|PE|QC
Rumex sibiricus,NT|YT
Rumex subarcticus,NU|ON|QC
Rumex transitorius,BC
Rumex triangulivalvis,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Rumex venosus,AB|MB|SK
Rumex verticillatus,ON|QC
Rumex ×alexidus,SK
Rumex ×franktonis,SK
Rumex ×pratensis,NS|ON
Rupertia physodes,BC
Ruppia cirrhosa,AB|BC|MB|NT|SK|YT
Ruppia maritima,BC|MB|NB|NS|ON|PE|PM|QC|SK
Sabatia kennedyana,NS
Sabulina austromontana,AB|BC
Sabulina dawsonensis,AB|BC|MB|NT|NU|ON|QC|SK|YT
Sabulina elegans,AB|BC|NT|NU|YT
Sabulina litorea,ON|QC
Sabulina macra,BC
Sabulina michauxii,MB|ON|QC
Sabulina nuttallii,AB|BC
Sabulina pusilla,BC
Sabulina rossii,NT|NU|QC|YT
Sabulina rubella,AB|BC|MB|NT|NU|ON|QC|SK|YT
Sabulina stricta,BC|NT|NU|ON|QC|YT
Sagina caespitosa,MB|NU|QC
Sagina decumbens,BC
Sagina maxima,BC
Sagina nivalis,AB|BC|NT|NU|QC|YT
Sagina nodosa,AB|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK
Sagina procumbens,NB|NS|NT|PE|PM|QC
Sagina saginoides,AB|BC|NT|NU|QC|YT
Sagittaria cristata,ON
Sagittaria cuneata,AB|BC|MB|NB|NS|NT|ON|QC|SK|YT
Sagittaria graminea,NB|NS|ON|PE|QC
Sagittaria latifolia,AB|BC|MB|NB|NS|ON|PE|QC|SK
Sagittaria montevidensis,NB|QC
Sagittaria rigida,MB|ON|QC
Salicornia maritima,NB|NS|ON|PE|PM|QC
Salicornia pacifica,BC
Salicornia rubra,AB|BC|MB|NT|NU|SK|YT
Salicornia virginica,BC|NB|NS|PE|QC
Salix alaxensis,AB|BC|MB|NT|NU|QC|YT
Salix alaxensis var. alaxensis × Salix calcicola var. calcicola,QC
Salix alaxensis var. alaxensis × Salix pellita,MB
Salix alaxensis var. alaxensis × Salix planifolia,MB
Salix amygdaloides,AB|BC|MB|ON|QC|SK
Salix arbusculoides,AB|BC|MB|NT|NU|ON|QC|SK|YT
Salix arctica,AB|BC|NT|NU|ON|QC|YT
Salix arctica × Salix herbacea,NU|QC
Salix arctica × Salix polaris,BC|NT|YT
Salix arctophila,MB|NT|NU|ON|QC|SK|YT
Salix arctophila × Salix glauca var. cordifolia,QC
Salix argyrocarpa,NU|QC
Salix athabascensis,AB|BC|MB|NT|SK|YT
Salix athabascensis × Salix pedicellaris,BC
Salix ballii,NU|ON|QC
Salix barclayi,AB|BC|NT|YT
Salix barclayi × Salix barrattiana,BC
Salix barclayi × Salix commutata,BC
Salix barclayi × Salix farriae,AB|NT|YT
Salix barclayi × Salix glauca subsp. glabrescens,AB
Salix barclayi × Salix richardsonii,BC|YT
Salix barrattiana,AB|BC|NT|YT
Salix barrattiana × Salix commutata,AB|BC|YT
Salix bebbiana,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Salix bebbiana × Salix petiolaris,AB|ON|QC|SK
Salix boothii,AB|BC|SK
Salix boothii × Salix glauca var. villosa,AB
Salix brachycarpa,AB|BC|MB|NT|NU|ON|QC|SK|YT
Salix brachycarpa var. psammophila × Salix pyrifolia,SK
Salix brachycarpa var. psammophila × Salix turnorii,SK
Salix calcicola,AB|MB|NU|ON|QC
Salix calcicola var. calcicola × Salix richardsonii,MB|NU
Salix candida,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Salix candida × Salix famelica,SK
Salix candida × Salix myrtillifolia,SK
Salix candida × Salix petiolaris,ON|SK
Salix candida × Salix planifolia,MB|NT
Salix cascadensis,BC
Salix chamissonis,NT|YT
Salix chlorolepis,QC
Salix chlorolepis × Salix pedicellaris,QC
Salix commutata,AB|BC|NT|SK|YT
Salix cordata,ON|QC
Salix discolor,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK
Salix drummondiana,AB|BC|NT|SK|YT
Salix eriocephala,MB|NB|NS|ON|PE|QC
Salix eriocephala × Salix famelica,ON
Salix eriocephala × Salix petiolaris,ON|QC
Salix exigua,AB|BC
Salix famelica,AB|MB|NT|ON|SK
Salix famelica × Salix pseudomonticola,SK
Salix farriae,AB|BC|NT|YT
Salix fuscescens,MB|NT|NU|YT
Salix geyeriana,BC
Salix geyeriana × Salix lemmonii,BC
Salix glauca,AB|BC|MB|NS|NT|NU|ON|PM|QC|SK|YT
Salix glauca var. acutifolia × Salix niphoclada,YT
Salix glauca var. cordifolia × Salix pedicellaris,QC
Salix hastata,NT|YT
Salix herbacea,MB|NT|NU|QC
Salix hookeriana,BC
Salix hookeriana × Salix scouleriana,BC
Salix humilis,MB|NB|NS|ON|PE|QC
Salix interior,AB|BC|MB|NB|NT|ON|QC|SK|YT
Salix lasiandra,AB|BC|MB|NT|SK|YT
Salix lemmonii,BC
Salix lucida,MB|NB|NS|ON|PE|PM|QC|SK
Salix maccalliana,AB|BC|MB|NT|ON|QC|SK|YT
Salix melanopsis,AB|BC
Salix myricoides,NB|ON|QC
Salix myrtillifolia,AB|BC|MB|NB|NT|NU|ON|SK|YT
Salix nigra,NB|ON|QC
Salix niphoclada,BC|NT|NU|YT
Salix niphoclada × Salix setchelliana,YT
Salix nivalis,AB|BC
Salix ovalifolia,NT|YT
Salix pedicellaris,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Salix pellita,MB|NB|NS|NU|ON|QC|SK
Salix pellita × Salix petiolaris,SK
Salix pellita × Salix planifolia,ON|QC
Salix petiolaris,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK
Salix petrophila,AB|BC
Salix phlebophylla,NT|YT
Salix planifolia,AB|BC|MB|NT|NU|ON|PM|QC|SK|YT
Salix planifolia × Salix scouleriana,AB
Salix polaris,BC|NT|NU|YT
Salix polaris × Salix rotundifolia,YT
Salix prolixa,AB|BC|NT|YT
Salix pseudomonticola,AB|BC|MB|NT|ON|QC|SK|YT
Salix pseudomyrsinites,AB|BC|MB|NT|NU|ON|SK|YT
Salix pulchra,BC|NT|NU|YT
Salix pyrifolia,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Salix raupii,AB|BC|NT|YT
Salix reticulata,AB|BC|MB|NS|NT|NU|ON|QC|SK|YT
Salix richardsonii,BC|MB|NT|NU|YT
Salix rotundifolia,NT|YT
Salix scouleriana,AB|BC|MB|NT|SK|YT
Salix sericea,NB|NS|QC
Salix serissima,AB|BC|MB|NB|NT|NU|ON|QC|SK
Salix sessilifolia,BC
Salix setchelliana,BC|YT
Salix silicicola,NU|SK
Salix sitchensis,AB|BC
Salix sphenophylla,NT|YT
Salix stolonifera,AB|BC
Salix turnorii,SK
Salix tweedyi,BC
Salix tyrrellii,AB|NT|NU|SK
Salix uva-ursi,NS|NU|PM|QC
Salix vestita,AB|BC|MB|NS|NU|ON|QC
Salix ×argusii,MB|QC|SK
Salix ×bebbii,NB
Salix ×brachypurpurea,SK
Salix ×cryptodonta,QC
Salix ×dutillyi,QC
Salix ×gaspeensis,QC
Salix ×glatfelteri,ON
Salix ×hebecarpa,QC
Salix ×hudsonensis,ON
Salix ×jamesensis,ON
Salix ×jesupii,ON|PE|QC|SK
Salix ×laurentiana,ON|QC
Salix ×obtusata,QC
Salix ×peasei,QC
Salix ×pedunculata,QC|SK
Salix ×schneiderii,NB
Salix ×simulans,QC
Salix ×ungavensis,QC
Salix ×waghornei,NT|NU|ON|QC
Sambucus canadensis,MB|NB|NS|ON|PE|QC
Sambucus cerulea,BC
Sambucus melanocarpa,AB|BC
Sambucus racemosa,AB|BC|MB|NB|NS|ON|PE|QC|SK|YT
Samolus parviflorus,NB|NS|ON|PE|QC
Sandbergia whitedii,BC
Sanguinaria canadensis,MB|NB|NS|ON|QC
Sanguisorba canadensis,NB|NS|PM|QC
Sanguisorba menziesii,BC
Sanguisorba officinalis,BC|NT|YT
Sanguisorba stipulata,BC|YT
Sanicula arctopoides,BC
Sanicula bipinnatifida,BC
Sanicula canadensis,ON|QC
Sanicula crassicaulis,BC
Sanicula graveolens,BC
Sanicula marilandica,AB|BC|MB|NB|NS|ON|PE|PM|QC|SK
Sanicula odorata,NB|NS|ON|QC
Sanicula trifoliata,NB|ON|QC
Sarcobatus vermiculatus,AB|SK
Sarracenia purpurea,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK
Sassafras albidum,ON
Saururus cernuus,ON|QC
Saussurea americana,AB|BC|YT
Saussurea angustifolia,BC|NT|NU|YT
Saussurea nuda,AB|BC|YT
Saxifraga adscendens,AB|BC|NT|YT
Saxifraga aizoides,AB|BC|MB|NS|NT|NU|ON|QC|YT
Saxifraga austromontana,AB|BC
Saxifraga cernua,AB|BC|MB|NS|NT|NU|ON|QC|YT
Saxifraga cespitosa,AB|BC|MB|NT|NU|ON|QC|YT
Saxifraga cherlerioides,YT
Saxifraga eschscholtzii,NT|NU|YT
Saxifraga flagellaris,AB|BC|NT|NU|YT
Saxifraga funstonii,BC|NT|YT
Saxifraga hirculus,BC|MB|NT|NU|ON|QC|YT
Saxifraga hyperborea,AB|BC|MB|NT|NU|QC|YT
Saxifraga mertensiana,AB|BC
Saxifraga oppositifolia,AB|BC|MB|NS|NT|NU|ON|QC|YT
Saxifraga paniculata,MB|NB|NS|NT|NU|ON|QC
Saxifraga radiata,NT|YT
Saxifraga rivularis,NU|ON|QC|YT
Saxifraga serpyllifolia,BC|NT|NU|YT
Saxifraga taylorii,BC
Saxifraga tricuspidata,AB|BC|MB|NT|NU|ON|QC|SK|YT
Sceptridium dissectum,NB|NS|ON|QC
Sceptridium multifidum,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Sceptridium oneidense,AB|NB|ON|QC
Sceptridium rugulosum,NB|ON|QC
Scheuchzeria palustris,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Schizachne purpurascens,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Schizachyrium scoparium,AB|BC|MB|NB|ON|QC|SK
Schizaea pusilla,NB|NS|PM|QC
Schoenoplectiella purshiana,ON|QC
Schoenoplectiella saximontana,BC
Schoenoplectiella smithii,NB|ON|QC
Schoenoplectus acutus,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Schoenoplectus acutus var. acutus × Schoenoplectus tabernaemontani,QC
Schoenoplectus americanus,BC|NS
Schoenoplectus heterochaetus,AB|MB|ON|QC
Schoenoplectus pungens,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK
Schoenoplectus subterminalis,BC|NB|NS|ON|PE|PM|QC|SK
Schoenoplectus tabernaemontani,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Schoenoplectus torreyi,MB|NB|ON|QC
Schoenoplectus ×oblongus,ON|QC
Scirpus ancistrochaetus,QC
Scirpus atrocinctus,AB|MB|NB|NS|ON|PE|PM|QC|SK
Scirpus atrovirens,MB|ON|PE|PM|QC
Scirpus cyperinus,MB|NB|NS|ON|PE|PM|QC
Scirpus cyperinus × Scirpus pedicellatus,QC
Scirpus expansus,NS|ON
Scirpus georgianus,ON
Scirpus hattorianus,NB|NS|ON|PM|QC
Scirpus longii,NS
Scirpus microcarpus,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Scirpus pallidus,AB|BC|MB|ON|SK
Scirpus pedicellatus,NB|NS|ON|PE|QC
Scirpus pendulus,NB|ON|QC
Scirpus ×peckii,QC
Scleria pauciflora,ON
Scleria triglomerata,ON
